data,capital,estado,regiao,custo,fonte_dado,variacao_mensal_pct,variacao_anual_pct,outlier,lag_1,lag_12,rolling_mean_3,rolling_mean_6
2021-12-01,Aracaju,SE,Nordeste,478.05,real_dieese,1.0121286396483908,5.492541265778095,False,473.26,453.16,471.82666666666665,469.055
2022-01-01,Aracaju,SE,Nordeste,507.82,real_dieese,6.227382073004906,12.638630112678563,False,478.05,450.84,486.3766666666667,472.28833333333324
2022-02-01,Aracaju,SE,Nordeste,516.82,real_dieese,1.7722815170729822,15.904911415115519,False,507.82,445.9,500.8966666666667,482.35833333333335
2022-03-01,Aracaju,SE,Nordeste,524.99,real_dieese,1.5808211756510815,11.988310330851771,False,516.82,468.79,516.5433333333334,494.185
2022-04-01,Aracaju,SE,Nordeste,551.47,real_dieese,5.04390559820187,17.418983945833165,False,524.99,469.66,531.0933333333334,508.73499999999996
2022-05-01,Aracaju,SE,Nordeste,548.38,real_dieese,-0.5603205976753123,17.06765151676879,False,551.47,468.43,541.6133333333333,521.255
2022-06-01,Aracaju,SE,Nordeste,549.91,real_dieese,0.2790036106349536,16.76115251502217,False,548.38,470.97,549.92,533.2316666666667
2022-07-01,Aracaju,SE,Nordeste,542.5,real_dieese,-1.3474932261642758,11.07243765611563,False,549.91,488.42,546.93,539.0116666666667
2022-08-01,Aracaju,SE,Nordeste,539.57,real_dieese,-0.5400921658986091,18.223049956178805,False,542.5,456.4,543.9933333333333,542.8033333333334
2022-09-01,Aracaju,SE,Nordeste,518.68,real_dieese,-3.8716014604222027,14.239147192916768,False,539.57,454.03,533.5833333333334,541.7516666666667
2022-10-01,Aracaju,SE,Nordeste,515.51,real_dieese,-0.6111668080512,11.06060279638925,False,518.68,464.17,524.5866666666667,535.7583333333333
2022-11-01,Aracaju,SE,Nordeste,511.97,real_dieese,-0.6866986091443317,8.179436250686734,False,515.51,473.26,515.3866666666667,529.6899999999999
2022-12-01,Aracaju,SE,Nordeste,521.05,real_dieese,1.7735414184424814,8.994875013073944,False,511.97,478.05,516.1766666666666,524.88
2023-01-01,Aracaju,SE,Nordeste,555.28,real_dieese,6.5694271183187825,9.345831200031496,False,521.05,507.82,529.4333333333333,527.01
2023-02-01,Aracaju,SE,Nordeste,552.97,real_dieese,-0.4160063391442037,6.994698347587169,False,555.28,516.82,543.1,529.2433333333333
2023-03-01,Aracaju,SE,Nordeste,546.14,real_dieese,-1.2351483805631447,4.0286481647269445,False,552.97,524.99,551.4633333333333,533.82
2023-04-01,Aracaju,SE,Nordeste,553.89,real_dieese,1.4190500604240652,0.4388271347489425,False,546.14,551.47,551.0,540.2166666666666
2023-05-01,Aracaju,SE,Nordeste,553.76,real_dieese,-0.0234703641517231,0.9810715197490882,False,553.89,548.38,551.2633333333333,547.1816666666667
2023-06-01,Aracaju,SE,Nordeste,567.11,real_dieese,2.4107916787055705,3.1277845465621734,False,553.76,549.91,558.2533333333334,554.8583333333332
2023-07-01,Aracaju,SE,Nordeste,547.22,real_dieese,-3.5072560878841808,0.8700460829493162,False,567.11,542.5,556.0300000000001,553.515
2023-08-01,Aracaju,SE,Nordeste,542.67,real_dieese,-0.8314754577683714,0.5745315714364985,False,547.22,539.57,552.3333333333334,551.7983333333333
2023-09-01,Aracaju,SE,Nordeste,532.34,real_dieese,-1.9035509609891643,2.633608390529818,False,542.67,518.68,540.7433333333333,549.4983333333333
2023-10-01,Aracaju,SE,Nordeste,521.96,real_dieese,-1.9498816545816533,1.2511881437799577,False,532.34,515.51,532.3233333333334,544.1766666666667
2023-11-01,Aracaju,SE,Nordeste,516.76,real_dieese,-0.9962449229826142,0.9356016954118251,False,521.96,511.97,523.6866666666666,538.01
2023-12-01,Aracaju,SE,Nordeste,517.26,real_dieese,0.09675671491602422,-0.727377410997021,False,516.76,521.05,518.66,529.7016666666667
2024-01-01,Aracaju,SE,Nordeste,528.48,real_dieese,2.1691219116111826,-4.826393891370106,False,517.26,555.28,520.8333333333334,526.5783333333334
2024-02-01,Aracaju,SE,Nordeste,534.4,real_dieese,1.120193763245525,-3.358229198690721,False,528.48,552.97,526.7133333333334,525.1999999999999
2024-03-01,Aracaju,SE,Nordeste,555.22,real_dieese,3.8959580838323404,1.6625773611162131,False,534.4,546.14,539.3666666666667,529.0133333333333
2024-04-01,Aracaju,SE,Nordeste,582.11,real_dieese,4.843125247649582,5.094874433551788,False,555.22,553.89,557.2433333333333,539.0383333333333
2024-05-01,Aracaju,SE,Nordeste,579.55,real_dieese,-0.43977942313309093,4.657252239237208,False,582.11,553.76,572.2933333333334,549.5033333333333
2024-06-01,Aracaju,SE,Nordeste,561.96,real_dieese,-3.0351134500905763,-0.908113064484839,False,579.55,567.11,574.54,556.9533333333334
2024-07-01,Aracaju,SE,Nordeste,524.28,real_dieese,-6.70510356609012,-4.192098242023324,False,561.96,547.22,555.2633333333333,556.2533333333332
2024-08-01,Aracaju,SE,Nordeste,516.4,real_dieese,-1.5030136568245922,-4.840879355777905,False,524.28,542.67,534.2133333333334,553.2533333333333
2024-09-01,Aracaju,SE,Nordeste,506.19,real_dieese,-1.97714949651433,-4.912274110530868,False,516.4,532.34,515.6233333333333,545.0816666666666
2024-10-01,Aracaju,SE,Nordeste,519.31,real_dieese,2.591912127857121,-0.5077017395969219,False,506.19,521.96,513.9666666666667,534.615
2024-11-01,Aracaju,SE,Nordeste,533.26,real_dieese,2.686256763782713,3.1929715922285107,False,519.31,516.76,519.5866666666666,526.9
2024-12-01,Aracaju,SE,Nordeste,554.08,real_dieese,3.9042868394404406,7.118277075358637,False,533.26,517.26,535.5500000000001,525.5866666666667
2025-01-01,Aracaju,SE,Nordeste,571.43,real_dieese,3.1313167773606487,8.127081441114115,False,554.08,528.48,552.9233333333333,533.4449999999999
2025-02-01,Aracaju,SE,Nordeste,580.45,real_dieese,1.5784960537598813,8.617140718562876,False,571.43,534.4,568.6533333333333,544.12
2025-03-01,Aracaju,SE,Nordeste,569.48,real_dieese,-1.8899129985356256,2.5683512841756295,False,580.45,555.22,573.7866666666667,554.6683333333334
2025-04-01,Aracaju,SE,Nordeste,579.93,real_dieese,1.8350073751492557,-0.3744996650117738,False,569.48,582.11,576.62,564.7716666666666
2025-05-01,Aracaju,SE,Nordeste,579.54,real_dieese,-0.06724949562878502,-0.0017254766629282159,False,579.93,579.55,576.3166666666667,572.485
2025-06-01,Aracaju,SE,Nordeste,557.28,real_dieese,-3.8409773268454295,-0.832799487508018,False,579.54,561.96,572.25,573.0183333333333
2025-07-01,Aracaju,SE,Nordeste,568.52,real_dieese,2.016939420040198,8.438239108873113,False,557.28,524.28,568.4466666666667,572.5333333333333
2025-08-01,Aracaju,SE,Nordeste,558.16,real_dieese,-1.8222753816928172,8.086754453911693,False,568.52,516.4,561.32,568.8183333333333
2025-09-01,Aracaju,SE,Nordeste,552.65,real_dieese,-0.9871721370216413,9.178371757640402,False,558.16,506.19,559.7766666666666,566.0133333333332
2025-10-01,Aracaju,SE,Nordeste,550.18,real_dieese,-0.44693748303628045,5.944426257919155,False,552.65,519.31,553.6633333333333,561.055
2025-11-01,Aracaju,SE,Nordeste,538.1,real_dieese,-2.1956450616161804,0.9076247984097785,False,550.18,533.26,546.9766666666667,554.1483333333333
2025-12-01,Aracaju,SE,Nordeste,539.49,real_dieese,0.2583162980858589,-2.6331937626335566,False,538.1,554.08,542.59,551.1833333333333
2026-01-01,Aracaju,SE,Nordeste,552.65,real_dieese,2.4393408589593824,-3.28649178377054,False,539.49,571.43,543.4133333333334,548.5383333333333
2026-02-01,Aracaju,SE,Nordeste,562.88,real_dieese,1.851081154437706,-3.0269618399517695,False,552.65,580.45,551.6733333333334,549.3249999999999
2026-03-01,Aracaju,SE,Nordeste,598.45,real_dieese,6.319286526435475,5.0870970007726335,False,562.88,569.48,571.3266666666667,556.9583333333334
2020-01-01,Belo Horizonte,MG,Sudeste,456.35,real_dieese,,,False,,,456.35,456.35
2020-02-01,Belo Horizonte,MG,Sudeste,459.1,real_dieese,0.6026076476388642,,False,456.35,,457.725,457.725
2020-03-01,Belo Horizonte,MG,Sudeste,461.28,real_dieese,0.4748420823349919,,False,459.1,,458.91,458.91
2020-04-01,Belo Horizonte,MG,Sudeste,484.55,real_dieese,5.044658342004871,,False,461.28,,468.31,465.32
2020-05-01,Belo Horizonte,MG,Sudeste,484.02,real_dieese,-0.10937983696213127,,False,484.55,,476.6166666666666,469.06000000000006
2020-06-01,Belo Horizonte,MG,Sudeste,475.19,real_dieese,-1.8243047807941837,,False,484.02,,481.25333333333333,470.08166666666665
2020-07-01,Belo Horizonte,MG,Sudeste,465.06,real_dieese,-2.1317788674004023,,False,475.19,,474.75666666666666,471.53333333333336
2020-08-01,Belo Horizonte,MG,Sudeste,478.07,real_dieese,2.797488496108036,,False,465.06,,472.77333333333337,474.695
2020-09-01,Belo Horizonte,MG,Sudeste,491.62,real_dieese,2.834312966720365,,False,478.07,,478.25,479.7516666666667
2020-10-01,Belo Horizonte,MG,Sudeste,516.82,real_dieese,5.12591025588871,,False,491.62,,495.5033333333334,485.12999999999994
2020-11-01,Belo Horizonte,MG,Sudeste,552.37,real_dieese,6.8786037692039725,,False,516.82,,520.27,496.5216666666667
2020-12-01,Belo Horizonte,MG,Sudeste,568.53,real_dieese,2.9255752484747433,,False,552.37,,545.9066666666668,512.0783333333334
2021-01-01,Belo Horizonte,MG,Sudeste,592.26,real_dieese,4.173922220463311,29.78196559658157,False,568.53,456.35,571.0533333333333,533.2783333333333
2021-02-01,Belo Horizonte,MG,Sudeste,573.53,real_dieese,-3.162462432039981,24.924852973208434,False,592.26,459.1,578.1066666666667,549.1883333333334
2021-03-01,Belo Horizonte,MG,Sudeste,555.67,real_dieese,-3.1140480881558075,20.46262573707942,False,573.53,461.28,573.8199999999999,559.8633333333333
2021-04-01,Belo Horizonte,MG,Sudeste,565.78,real_dieese,1.8194251984091414,16.76400784232792,False,555.67,484.55,564.9933333333332,568.0233333333333
2021-06-01,Belo Horizonte,MG,Sudeste,536.88,real_dieese,-5.107992505921022,10.921036320813183,False,565.78,484.02,552.7766666666666,565.4416666666666
2021-07-01,Belo Horizonte,MG,Sudeste,555.12,real_dieese,3.3974072418417434,16.820640164986635,False,536.88,475.19,552.5933333333334,563.2066666666666
2021-08-01,Belo Horizonte,MG,Sudeste,570.07,real_dieese,2.693111399337078,22.57988216574207,False,555.12,465.06,554.0233333333334,559.5083333333333
2021-09-01,Belo Horizonte,MG,Sudeste,589.74,real_dieese,3.450453453084701,23.358503984772106,False,570.07,478.07,571.6433333333333,562.21
2021-10-01,Belo Horizonte,MG,Sudeste,605.02,real_dieese,2.590972292874816,23.06659615149913,False,589.74,491.62,588.2766666666666,570.435
2021-11-01,Belo Horizonte,MG,Sudeste,601.42,real_dieese,-0.5950216521767859,16.369335552029707,False,605.02,516.82,598.7266666666666,576.375
2021-12-01,Belo Horizonte,MG,Sudeste,613.94,real_dieese,2.0817398822786215,11.146514111917739,False,601.42,552.37,606.7933333333334,589.2183333333334
2022-01-01,Belo Horizonte,MG,Sudeste,641.83,real_dieese,4.542789197641461,12.892899231351041,False,613.94,568.53,619.0633333333334,603.6700000000001
2022-02-01,Belo Horizonte,MG,Sudeste,650.63,real_dieese,1.3710795693563593,9.855468881909978,False,641.83,592.26,635.4666666666667,617.0966666666667
2022-03-01,Belo Horizonte,MG,Sudeste,678.02,real_dieese,4.209765919186026,18.21875054487123,False,650.63,573.53,656.8266666666667,631.8100000000001
2022-04-01,Belo Horizonte,MG,Sudeste,700.54,real_dieese,3.3214359458423104,26.071229326758694,False,678.02,555.67,676.3966666666666,647.73
2022-05-01,Belo Horizonte,MG,Sudeste,659.72,real_dieese,-5.826933508436339,16.603626851426355,False,700.54,565.78,679.4266666666666,657.4466666666667
2022-06-01,Belo Horizonte,MG,Sudeste,656.72,real_dieese,-0.4547383738555788,22.321561615258535,False,659.72,536.88,672.3266666666667,664.5766666666667
2022-07-01,Belo Horizonte,MG,Sudeste,661.67,real_dieese,0.7537458886587745,19.194048133736842,False,656.72,555.12,659.37,667.8833333333333
2022-08-01,Belo Horizonte,MG,Sudeste,648.01,real_dieese,-2.0644732268351285,13.672005192344795,False,661.67,570.07,655.4666666666667,667.4466666666667
2022-09-01,Belo Horizonte,MG,Sudeste,662.24,real_dieese,2.1959537661455863,12.293553091192733,False,648.01,589.74,657.3066666666667,664.8166666666667
2022-10-01,Belo Horizonte,MG,Sudeste,674.82,real_dieese,1.8996134331964232,11.536808700538836,False,662.24,605.02,661.6899999999999,660.5300000000001
2022-11-01,Belo Horizonte,MG,Sudeste,705.52,real_dieese,4.549361311164457,17.309035283163187,False,674.82,601.42,680.86,668.1633333333333
2022-12-01,Belo Horizonte,MG,Sudeste,706.52,real_dieese,0.1417394262388072,15.079649477147594,False,705.52,613.94,695.62,676.4633333333334
2023-01-01,Belo Horizonte,MG,Sudeste,717.53,real_dieese,1.5583422974579708,11.794400386395143,False,706.52,641.83,709.8566666666666,685.7733333333334
2023-02-01,Belo Horizonte,MG,Sudeste,689.09,real_dieese,-3.9635973408777225,5.911193766042144,False,717.53,650.63,704.38,692.6199999999999
2023-03-01,Belo Horizonte,MG,Sudeste,662.9,real_dieese,-3.8006646446763215,-2.230022713194302,False,689.09,678.02,689.84,692.73
2023-04-01,Belo Horizonte,MG,Sudeste,677.51,real_dieese,2.2039523306682796,-3.287463956376502,False,662.9,700.54,676.5,693.1783333333333
2023-05-01,Belo Horizonte,MG,Sudeste,675.3,real_dieese,-0.3261944473144318,2.3616079548899327,False,677.51,659.72,671.9033333333333,688.1416666666665
2023-06-01,Belo Horizonte,MG,Sudeste,664.42,real_dieese,-1.6111357915000735,1.172493604580338,False,675.3,656.72,672.41,681.125
2023-07-01,Belo Horizonte,MG,Sudeste,662.38,real_dieese,-0.30703470696246127,0.10730424531866234,False,664.42,661.67,667.3666666666667,671.9333333333333
2023-08-01,Belo Horizonte,MG,Sudeste,657.57,real_dieese,-0.7261692683957821,1.475285875217991,False,662.38,648.01,661.4566666666666,666.68
2023-09-01,Belo Horizonte,MG,Sudeste,645.33,real_dieese,-1.861398786440993,-2.553454940806954,False,657.57,662.24,655.0933333333334,663.7516666666667
2023-10-01,Belo Horizonte,MG,Sudeste,637.4,real_dieese,-1.2288286613050814,-5.545182419015449,False,645.33,674.82,646.7666666666668,657.0666666666667
2023-11-01,Belo Horizonte,MG,Sudeste,650.33,real_dieese,2.028553498588015,-7.822598934119506,False,637.4,705.52,644.3533333333334,652.905
2023-12-01,Belo Horizonte,MG,Sudeste,667.39,real_dieese,2.623283563729184,-5.538413633018169,False,650.33,706.52,651.7066666666666,653.4000000000001
2024-01-01,Belo Horizonte,MG,Sudeste,736.36,real_dieese,10.334287298281364,2.624280517887767,False,667.39,717.53,684.6933333333333,665.73
2024-02-01,Belo Horizonte,MG,Sudeste,741.71,real_dieese,0.7265467977619622,7.636157831342794,False,736.36,689.09,715.1533333333333,679.7533333333333
2024-03-01,Belo Horizonte,MG,Sudeste,724.96,real_dieese,-2.258295020965062,9.361894705083728,False,741.71,662.9,734.3433333333334,693.0250000000001
2024-04-01,Belo Horizonte,MG,Sudeste,724.1,real_dieese,-0.11862723460605018,6.876651267139966,False,724.96,677.51,730.2566666666667,707.475
2024-05-01,Belo Horizonte,MG,Sudeste,701.79,real_dieese,-3.081066151084111,3.9227010217681046,False,724.1,675.3,716.9499999999999,716.0516666666667
2024-06-01,Belo Horizonte,MG,Sudeste,710.77,real_dieese,1.2795850610581638,6.976009150838336,False,701.79,664.42,712.2199999999999,723.2816666666666
2024-07-01,Belo Horizonte,MG,Sudeste,666.52,real_dieese,-6.225642612940896,0.6250188713427418,False,710.77,662.38,693.0266666666666,711.6416666666668
2024-08-01,Belo Horizonte,MG,Sudeste,667.63,real_dieese,0.16653663806036612,1.5298751463722393,False,666.52,657.57,681.64,699.2950000000001
2024-09-01,Belo Horizonte,MG,Sudeste,663.22,real_dieese,-0.660545511735533,2.7722250631459833,False,667.63,645.33,665.7900000000001,689.005
2024-10-01,Belo Horizonte,MG,Sudeste,690.15,real_dieese,4.060492747504596,8.275807969877636,False,663.22,637.4,673.6666666666666,683.3466666666667
2024-11-01,Belo Horizonte,MG,Sudeste,698.83,real_dieese,1.2576976019705866,7.457752218104652,False,690.15,650.33,684.0666666666666,682.8533333333334
2024-12-01,Belo Horizonte,MG,Sudeste,706.32,real_dieese,1.0717914228066894,5.833171009454752,False,698.83,667.39,698.4333333333334,682.1116666666667
2025-01-01,Belo Horizonte,MG,Sudeste,729.06,real_dieese,3.2195039075772813,-0.9913629203107233,False,706.32,736.36,711.4033333333333,692.535
2025-02-01,Belo Horizonte,MG,Sudeste,735.31,real_dieese,0.8572682632430828,-0.8628709333836748,False,729.06,741.71,723.5633333333334,703.815
2025-03-01,Belo Horizonte,MG,Sudeste,754.07,real_dieese,2.5513048918143433,4.015393952769819,False,735.31,724.96,739.4799999999999,718.9566666666666
2025-04-01,Belo Horizonte,MG,Sudeste,762.35,real_dieese,1.0980412959008978,5.282419555310036,False,754.07,724.1,750.5766666666667,730.9900000000001
2025-05-01,Belo Horizonte,MG,Sudeste,742.53,real_dieese,-2.599855709319876,5.805155388364036,False,762.35,701.79,752.9833333333332,738.2733333333332
2025-06-01,Belo Horizonte,MG,Sudeste,734.73,real_dieese,-1.0504626075714008,3.370992022735919,False,742.53,710.77,746.5366666666667,743.0083333333333
2025-07-01,Belo Horizonte,MG,Sudeste,728.69,real_dieese,-0.8220706926353794,9.327552061453526,False,734.73,666.52,735.3166666666667,742.9466666666667
2025-08-01,Belo Horizonte,MG,Sudeste,725.9,real_dieese,-0.38287886481220834,8.727888201548751,False,728.69,667.63,729.7733333333332,741.3783333333334
2025-09-01,Belo Horizonte,MG,Sudeste,718.74,real_dieese,-0.9863617578178774,8.371279515093022,False,725.9,663.22,724.4433333333333,735.4900000000001
2025-10-01,Belo Horizonte,MG,Sudeste,716.53,real_dieese,-0.30748253888750465,3.8223574585235065,False,718.74,690.15,720.39,727.8533333333334
2025-11-01,Belo Horizonte,MG,Sudeste,712.01,real_dieese,-0.6308179699384464,1.8860094729762578,False,716.53,698.83,715.7599999999999,722.7666666666668
2025-12-01,Belo Horizonte,MG,Sudeste,723.26,real_dieese,1.5800339882866776,2.398346358590997,False,712.01,706.32,717.2666666666668,720.855
2026-01-01,Belo Horizonte,MG,Sudeste,737.86,real_dieese,2.0186378342504696,1.2070337146462773,False,723.26,729.06,724.3766666666667,722.3833333333333
2026-02-01,Belo Horizonte,MG,Sudeste,736.86,real_dieese,-0.13552706475483678,0.21079544681836815,False,737.86,735.31,732.66,724.21
2026-03-01,Belo Horizonte,MG,Sudeste,784.32,real_dieese,6.440843579513067,4.011563913164551,False,736.86,754.07,753.0133333333333,735.14
2020-01-01,Belém,PA,Norte,415.56,real_dieese,,,False,,,415.56,415.56
2020-02-01,Belém,PA,Norte,432.95,real_dieese,4.184714601982864,,False,415.56,,424.255,424.255
2020-03-01,Belém,PA,Norte,418.8,real_dieese,-3.2682757824229025,,False,432.95,,422.43666666666667,422.43666666666667
2020-04-01,Belém,PA,Norte,434.19,real_dieese,3.6747851002865373,,False,418.8,,428.6466666666667,425.375
2020-05-01,Belém,PA,Norte,453.36,real_dieese,4.415117805569002,,False,434.19,,435.45,430.97200000000004
2020-06-01,Belém,PA,Norte,453.87,real_dieese,0.11249338274219589,,False,453.36,,447.14000000000004,434.78833333333336
2020-07-01,Belém,PA,Norte,440.99,real_dieese,-2.8378169960561417,,False,453.87,,449.4066666666667,439.02666666666664
2020-08-01,Belém,PA,Norte,441.51,real_dieese,0.11791650604322523,,False,440.99,,445.45666666666665,440.4533333333334
2020-09-01,Belém,PA,Norte,459.21,real_dieese,4.008969219270231,,False,441.51,,447.2366666666667,447.18833333333333
2020-10-01,Belém,PA,Norte,468.22,real_dieese,1.962065286034731,,False,459.21,,456.31333333333333,452.85999999999996
2020-11-01,Belém,PA,Norte,486.5,real_dieese,3.9041476229122907,,False,468.22,,471.31,458.38333333333327
2020-12-01,Belém,PA,Norte,500.89,real_dieese,2.957862281603285,,False,486.5,,485.2033333333333,466.22
2021-01-01,Belém,PA,Norte,507.31,real_dieese,1.2817185409970344,22.078640870151123,False,500.89,415.56,498.2333333333333,477.2733333333333
2021-02-01,Belém,PA,Norte,512.95,real_dieese,1.1117462695393376,18.4778842822497,False,507.31,432.95,507.05,489.18
2021-03-01,Belém,PA,Norte,515.77,real_dieese,0.5497611853007012,23.15425023877744,False,512.95,418.8,512.0100000000001,498.6066666666666
2021-04-01,Belém,PA,Norte,505.87,real_dieese,-1.9194602245186765,16.50890163292569,False,515.77,434.19,511.53000000000003,504.88166666666666
2021-05-01,Belém,PA,Norte,515.84,real_dieese,1.9708620791903053,13.781542262219881,False,505.87,453.36,512.4933333333333,509.7716666666667
2021-06-01,Belém,PA,Norte,518.53,real_dieese,0.5214795285359619,14.24637010597747,False,515.84,453.87,513.4133333333333,512.7116666666667
2021-07-01,Belém,PA,Norte,522.66,real_dieese,0.7964823636048113,18.519694324134317,False,518.53,440.99,519.0099999999999,515.27
2021-08-01,Belém,PA,Norte,530.13,real_dieese,1.4292274136149752,20.07202554868519,False,522.66,441.51,523.7733333333333,518.1333333333333
2021-09-01,Belém,PA,Norte,532.56,real_dieese,0.4583781336653159,15.973084209838628,False,530.13,459.21,528.4499999999999,520.9316666666667
2021-10-01,Belém,PA,Norte,538.44,real_dieese,1.104100946372255,14.997223527401648,False,532.56,468.22,533.71,526.36
2021-11-01,Belém,PA,Norte,550.64,real_dieese,2.2658049179109963,13.183967112024654,False,538.44,486.5,540.5466666666666,532.16
2021-12-01,Belém,PA,Norte,556.87,real_dieese,1.1314107220688596,11.176106530375929,False,550.64,500.89,548.65,538.55
2022-01-01,Belém,PA,Norte,563.97,real_dieese,1.274983389300921,11.168713409946584,False,556.87,507.31,557.16,545.4350000000001
2022-02-01,Belém,PA,Norte,574.86,real_dieese,1.9309537741369232,12.069402475874824,False,563.97,512.95,565.2333333333335,552.89
2022-03-01,Belém,PA,Norte,585.91,real_dieese,1.9222071460877288,13.599084863408105,False,574.86,515.77,574.9133333333333,561.7816666666666
2022-04-01,Belém,PA,Norte,610.31,real_dieese,4.16446211875543,20.645620416312482,False,585.91,505.87,590.36,573.76
2022-05-01,Belém,PA,Norte,628.58,real_dieese,2.9935606495059996,21.855614143920587,False,610.31,515.84,608.2666666666665,586.75
2022-06-01,Belém,PA,Norte,632.26,real_dieese,0.5854465620923177,21.933157194376406,False,628.58,518.53,623.7166666666667,599.315
2022-07-01,Belém,PA,Norte,633.14,real_dieese,0.1391832473982113,21.138024719703054,False,632.26,522.66,631.3266666666667,610.8433333333334
2022-08-01,Belém,PA,Norte,634.85,real_dieese,0.270082446220421,19.753645332276992,False,633.14,530.13,633.4166666666666,620.8416666666666
2022-09-01,Belém,PA,Norte,622.46,real_dieese,-1.9516421201858702,16.88072705422865,False,634.85,532.56,630.15,626.9333333333333
2022-10-01,Belém,PA,Norte,615.22,real_dieese,-1.1631269479163375,14.259713245672678,False,622.46,538.44,624.1766666666667,627.7516666666667
2022-11-01,Belém,PA,Norte,624.29,real_dieese,1.4742693670556806,13.375345053029196,False,615.22,550.64,620.6566666666668,627.0366666666667
2022-12-01,Belém,PA,Norte,639.44,real_dieese,2.426756795719953,14.82751809219387,False,624.29,556.87,626.3166666666667,628.2333333333332
2023-01-01,Belém,PA,Norte,654.81,real_dieese,2.4036657074940404,16.10723974679502,False,639.44,563.97,639.5133333333333,631.8449999999999
2023-02-01,Belém,PA,Norte,662.98,real_dieese,1.247690169667548,15.328949657307867,False,654.81,574.86,652.41,636.5333333333333
2023-03-01,Belém,PA,Norte,664.54,real_dieese,0.23530121572294949,13.420149852366414,False,662.98,585.91,660.7766666666666,643.5466666666666
2023-04-01,Belém,PA,Norte,660.77,real_dieese,-0.5673097180004194,8.267929412921315,False,664.54,610.31,662.7633333333333,651.1383333333333
2023-05-01,Belém,PA,Norte,669.8,real_dieese,1.3665874661379807,6.557637850392939,False,660.77,628.58,665.0366666666665,658.7233333333332
2023-06-01,Belém,PA,Norte,659.89,real_dieese,-1.4795461331740811,4.3700376427419085,False,669.8,632.26,663.4866666666666,662.1316666666665
2023-07-01,Belém,PA,Norte,650.42,real_dieese,-1.435087666126178,2.7292541933853443,False,659.89,633.14,660.0366666666667,661.4
2023-08-01,Belém,PA,Norte,640.11,real_dieese,-1.5851296085606092,0.8285421753170041,False,650.42,634.85,650.14,657.5883333333334
